   箱码            物流码           积分码
2287851591    1234153785481448    7781157436
2287851591    1234151818244688    7432158614
2341711591    1234156144544261    1733153883
2341711591    1234156856715222    5225157545
2341711591    1234156713872338    4151152843
2385831591    1234158527355135    7531155774
2385831591    1234155842271582    4126158236
2385831591    1234151813367873    8365154535
2414261591    1234152432877662    3171154572
2414261591    1234157182347165    5377156247
2414261591    1234155733472874    4331155143
2435761591    1234151288243617    4273153324
2435761591    1234156816238577    3265151424
2435761591    1234156653423487    2175156172
2513151591    1234157431785533    7232151142
2513151591    1234152558163287    8568154445
2513151591    1234153535861272    6821155475
2553251591    1234158766182636    5544155575
2553251591    1234152168573612    1255158816
2553251591    1234155874274282    7343153224
2573171591    1234155776617124    1165158847
2573171591    1234156262232654    8475158568
2573171591    1234158236723511    8254156517
2612361591    1234157517261174    2281151468
2612361591    1234154187648451    2846151237
2612361591    1234154532247472    7682153842
2621261591    1234152113133418    5347158115
2621261591    1234153567684186    3151155415
2621261591    1234153477727176    1821157243
2628251591    1234155784742413    2538157314
2628251591    1234153443564884    4822154767
2628251591    1234157772712513    1856153174
2633561591    1234151145752458    2658154547
2633561591    1234158847457457    4335151858
2633561591    1234153431464666    2665156748
2636821591    1234153411516184    7626157463
2636821591    1234154266384615    4676157574
2636821591    1234153775515515    1617153125
2668261591    1234151742356181    8414153318
2668261591    1234153457718151    6521154575
2668261591    1234155344246552    3875154527
2851811591    1234156141575588    6132154173
2851811591    1234153745125834    4583153352
2851811591    1234154355714847    5685157673
2865141591    1234157238581535    8744156878
2865141591    1234151821457745    7527155437
2865141591    1234153818758146    2546155846
3276321591    1234155121441477    5175151615
3276321591    1234153264785542    5618158571
3276321591    1234156578186748    7141152738
3284351591    1234156222333446    5753155672
3284351591    1234152375853646    7335151351
3284351591    1234155576166685    6676158513
3538551591    1234156614528588    3173152415
3538551591    1234151171854375    6345153464
3538551591    1234155837571255    2387152786
3655631591    1234157814625276    5762154123
3655631591    1234154134132743    1381154156
3655631591    1234154423425437    3738155385
3668471591    1234156257455357    5738154881
3668471591    1234158233362113    7118152146
3668471591    1234157281641728    4851153334
3776111591    1234156835144724    3757154851
3776111591    1234158738484356    8246153472
3776111591    1234151576571538    5774157127
3866451591    1234158512145553    5533155268
3866451591    1234158161236486    4836151155
3866451591    1234153516237323    5115152724
4132441591    1234156281354474    2534158671
4132441591    1234157242313418    8871152115
4132441591    1234154312258463    5624156733
4224341591    1234157822472616    7324157867
4224341591    1234158667873311    1631151638
4224341591    1234151514744188    4631156152
4436431591    1234156613533627    6872156237
4436431591    1234154251151856    8315157637
4436431591    1234153681736422    3447154437
4455521591    1234158232345422    7887153387
4455521591    1234156757352415    2174156382
4455521591    1234152617756432    4531152574
4575771591    1234154655363682    6161154148
4575771591    1234156758512328    6332156854
4575771591    1234154872313471    5152151275
4625341591    1234153712246221    3572152736
4625341591    1234155228474623    2635158512
4625341591    1234151327745322    4843151831
4663751591    1234153427532463    2135157275
4663751591    1234156462185535    1872152227
4663751591    1234153555731182    3253157715
4762181591    1234151648848551    8312152281
4762181591    1234153831643625    5871153251
4762181591    1234153676453565    7482153878
5126841591    1234155164166614    8842156354
5126841591    1234152845214612    7375156364
5126841591    1234151523727867    5448151688
5253741591    1234155826736748    8581153134
5253741591    1234153252145346    6357151257
5253741591    1234151425421666    3827157418
5378251591    1234152712821314    5746153716
5378251591    1234155851587528    5388152517
5378251591    1234155654768165    5333153242
5387251591    1234153513771478    4447152754
5387251591    1234155257275161    2513153568
5387251591    1234151851884631    7544154478
5421511591    1234155332234543    7632156452
5421511591    1234158475655671    7354156744
5421511591    1234152381675234    1447154612
5425541591    1234155312785546    8577152571
5425541591    1234156317762534    7586158627
5425541591    1234158485445181    7835154335
5461831591    1234155714757247    4163153483
5461831591    1234155673226531    5513153523
5461831591    1234155833787177    5347157173
5465811591    1234153455785448    3112154427
5465811591    1234155672216782    3355151141
5465811591    1234153167463828    2574156281
5486621591    1234155412633158    7772154656
5486621591    1234158727243537    3862156584
5486621591    1234153441171228    6533156415
5567161591    1234151743218862    5311153587
5567161591    1234154365738821    8183152614
5567161591    1234158518114866    4455151358
5664681591    1234157551225261    7211152237
5664681591    1234158537135552    2862156667
5664681591    1234157527614137    5863154428
5755121591    1234156126347866    5413156213
5755121591    1234155634182763    3425158246
5755121591    1234152513228255    6826155881
6231251591    1234158215125868    7487152776
6231251591    1234152355682752    1353156716
6231251591    1234158838666421    2585158574
6253331591    1234158644522537    3657151376
6253331591    1234153661351141    1488154173
6253331591    1234156273311545    6233158864
6383651591    1234155683283611    2512151164
6383651591    1234151721374421    1524158731
6383651591    1234155767361631    2744154246
6425311591    1234154148815183    3624158881
6425311591    1234157112771324    6357154766
6425311591    1234156887283882    4458157752
6611331591    1234156544314368    2744156523
6611331591    1234158513821586    5466154186
6611331591    1234154425288258    3827155412
6622871591    1234154125218315    7113154387
6622871591    1234153584366263    3266156347
6622871591    1234153778536632    6758153776
6625331591    1234154776738351    6137151828
6625331591    1234158474372316    4614156184
6625331591    1234157813672333    3642154836
6666641591    1234156754835664    6682155223
6666641591    1234157712633618    7732157378
6666641591    1234156182765164    6745157764
6776431591    1234154815264377    3738157723
6776431591    1234155618571775    5555157752
6776431591    1234155734654865    3142152648
6825761591    1234152758414826    2575158213
6825761591    1234158654523728    3787154815
6825761591    1234152233218454    3477153651
6876411591    1234157274638446    7838151687
6876411591    1234158243555477    4125154232
6876411591    1234157542468666    5115153117
6881171591    1234151641326714    8547154588
6881171591    1234153263581481    4716157185
6881171591    1234152162684827    2132153483
7324111591    1234158611331717    7711151136
7324111591    1234155126266836    2786154224
7324111591    1234157381278358    4481153381
7375661591    1234155277186416    8336152114
7375661591    1234156688785712    8172152844
7375661591    1234151864527645    6177155262
7544221591    1234154218418456    8726157845
7544221591    1234155521685414    1643154351
7544221591    1234152155561745    5244155332
7587321591    1234158757757253    2774155878
7587321591    1234152184324635    2277156646
7587321591    1234151375246358    2721156664
7627241591    1234153433133784    4687158786
7627241591    1234151745267512    4574158153
7627241591    1234158764538183    1241152261
7641371591    1234152787223786    6758158621
7641371591    1234155287286166    4325157364
7641371591    1234153345332811    5336155774
7728661591    1234156566353313    6645157376
7728661591    1234157346368156    5221157178
7728661591    1234152278158867    3623155264
7744781591    1234153785177486    6313153316
7744781591    1234154874821584    3628155268
7744781591    1234158135277756    4717154611
7765671591    1234152216511415    2678158854
7765671591    1234152856667421    2125155113
7765671591    1234156132248334    3125151377
7811331591    1234157354685642    4854155121
7811331591    1234156254177643    1184151225
7811331591    1234151862475181    7581156831
7822881591    1234152123236776    6482153437
7822881591    1234154275825327    1248158717
7822881591    1234156411434675    8657156145
8217641591    1234153654274532    5537156317
8217641591    1234155551436146    1353154158
8217641591    1234157316517127    5833156374
8274671591    1234154153485465    4576155157
8274671591    1234156151131285    7111153663
8274671591    1234155217732632    3444154464
8324881591    1234154377565633    4363153811
8324881591    1234153513464833    7312153152
8324881591    1234154274617186    4117157151
8417361591    1234157541613563    8246152626
8417361591    1234156878564233    3556157281
8417361591    1234154133621857    2625156117
8538621591    1234154483672263    7438152667
8538621591    1234152576874474    7322158331
8538621591    1234157461385538    1585158248
8547731591    1234155512646726    5252153628
8547731591    1234151647688778    2461155432
8547731591    1234153787451152    1277157756
8583721591    1234154662828823    6876155687
8583721591    1234155637825732    7272153828
8583721591    1234156223276661    5564156655
8674741591    1234153783135361    7453152428
8674741591    1234157367511472    2635157471
8674741591    1234151384551444    6185152782
8788631591    1234152461366263    1644156482
8788631591    1234152512553237    2415155663
8788631591    1234157636347631    8717154322
8871651591    1234155566227387    5456154813
8871651591    1234153248656171    3831157845
8871651591    1234158687655458    1483157132
